#article_code;publication_year;authors;citation;references;article_title;source_reference;article_language;article_type
#01;2001;Fernandes et al.;Fernandes et al. 2001;Fernandes, G. W., G. R. Julião, R. C. Araújo, J. A. Lombardi, D. Negreiros, and M.A.A. Carneiro. 2001. Distribution and morphology of insect galls of the Rio Doce valley, Brazil. Naturalia 26: 211-244.;Distribution and morphology of insect galls of the Rio Doce Valley, Brazil;Naturalia;English;Inventory
#02;2001;Maia;Maia 2001;Maia, V. C. 2001. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629.;The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil;Revista Brasileira de Zoologia;English;Inventory
#03;2004;Monteiro et al. ;Monteiro et al. 2004;Monteiro, R. F., R. A. M. Oda, K. L. Narahara, and A. L. Constantino. 2004. Galhas: Diversidade, Especificidade e Distribuição. In Pesquisas de Longa Duração na Restinga de Jurubatiba: Ecologia, História Natural e Conservação, RiMA, Rocha, C. D. F., F. A. Esteves, and F. R. Scarano (Eds.), pp. 127-141.;Galhas: Diversidade, Especificidade e Distribuição;Book:  Pesquisa de Longa Duração na Restinga de Jurubatiba;Portuguese;Inventory
#04;2005;Oliveira and Maia;Oliveira and Maia 2005;Oliveira, J.C., and V.C. Maia. 2005. Ocorrência e caracterização de galhas de insetos na restinga de Grumari (Rio de Janeiro, RJ, Brasil). Arquivos do Museu Nacional 63(4): 669-676.;Ocorrência e caracterização de galhas de insetos na restinga de Grumari (Rio de Janeiro, RJ, Brasil);Arquivos do Museu Nacional;Portuguese;Inventory
#05;2006;Fernandes and Negreiros;Fernandes and Negreiros 2006;Fernandes, G. W., and D. Negreiros. 2006. A comunidade de insetos galhadores da RPPN Fazenda Bulcão, Aimorés, Minas Gerais, Brasil. Lundiana 7(2): 111-120.;A comunidade de insetos galhadores da RPPN Fazenda Bulcão, Aimorés, Minas Gerais, Brasil;Lundiana;Portuguese;Inventory
#06;2007;Moreira et al.;Moreira et al. 2007;Moreira, R. G., G. W. Fernandes, E. D. Almada, and J. C. Santos. 2007. Insetos produtores de galhas como bioindicadores da recuperação de terras em uma área da Mata Atlântica Brasileira. Lundiana 8(2): 107-112.;Galling insects as bioindicators of land restoration in an area of Brazilian Atlantic Forest;Lundiana;English;Inventory
#07;2008;Maia et al.;Maia et al. 2008;Maia, V. C., M. A. G. Magenta, and S. E. Martins. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotropica 8(1): 167-197.;Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil);Biota Neotropica;Portuguese;Inventory
#08;2009;Fernandes et al.;Fernandes et al. 2009;Fernandes, S.P.C., B. P. Castelo-Branco, F. A. Albuquerque, A. B. Brito-Ramos, A. L. N. Ferreira, D. V. V. Braga, and J. S. Almeida-Cortez. 2009. Galhas entomógenas em um fragmento urbano de mata Atlântica no centro de endemismo de Pernambuco. Revista Brasileira De Biociências 7(3): 240-244.;Galhas entomógenas em um fragmento urbano de Mata Atlântica no centro de endemismo de Pernambuco;Revista Brasileira de Biociências;Portuguese;Inventory
#09;2010;Maia and Oliveira;Maia and Oliveira 2010;Maia, V. C., and J. C. Oliveira. 2010. Galhas de insetos da Reserva Biológica Estadual da Praia do Sul (Ilha Grande, Angra dos Reis, RJ). Biota Neotropica 10(4): 227-238.;Galhas de insetos da Reserva Biológica Estadual da Praia do Sul (Ilha Grande, Angra dos Reis, RJ);Biota Neotropica;Portuguese;Inventory
#10;2010;Bregonci et al.;Bregonci et al. 2010;Bregonci, J. M., P.V. Polycarpo, and V. C. Maia. 2010. Galhas de insetos do Parque Estadual Paulo César Vinha (Guarapari, ES, Brasil). Biota Neotropica 10(1): 1-10.;Galhas de insetos do Parque Estadual Paulo César Vinha (Guarapari, ES, Brasil);Biota Neotropica;Portuguese;Inventory
#11;2010;Santos et al.;Santos et al. 2010;Santos, B. B., H. D. Ferreira, and W. S. Araújo. 2010. Ocorrência e caracterização de galhas entomógenas em uma área de floresta estacional semidecídua em Goiânia, Goiás, Brasil. Acta botanica brasilica 24(1): 241-249.;Ocorrência e caracterização de galhas entomógenas em uma área de floresta estacional semidecídua em Goiânia, Goiás, Brasil;Acta Botanica Brasilica;Portuguese;Inventory
#12;2011;Santos et al.;Santos et al. 2011;Santos, J. C., J. S. Almeida-Cortez, and G. W. Fernandes. 2011. Diversity of gall-inducing insects in the high altitude wetland forests in Pernambuco, Northeastern Brazil. Brazilian Journal of Biology 71(1): 47-56.;Diversity of gall-inducing insects in the high altitude wetland forests in Pernambuco, Northeastern Brazil;Brazilian Journal of Biology;English;Inventory
#13;2011;Silva et al.;Silva et al. 2011;Silva, P. S. D., C. M. Knoechelmann, M. Tabarelli, and J. S. Almeida-Cortez. 2011. Richness of Gall Morphospecies Along a Secondary Successional Gradient of Atlantic Forest in Northeastern Brazil. Revista Brasileira de Biociências 9(3): 270-277.;Richness of gall morphospecies along a secondary successional gradient of Atlantic Forest in northeastern Brazil;Revista Brasileira de Biociências;English;Inventory
#14;2012;Santos et al.;Santos et al. 2012;Santos, J. C., J. S. Almeida-Cortez, and G. W. Fernandes. 2012. Gall-inducing insects from Atlantic forest of Pernambuco, Northeastern Brazil. Biota Neotropica 12(3): 196-212.;Gall-inducing insects from Atlantic forest of Pernambuco, Northeastern Brazil;Biota Neotropica;English;Inventory
#15;2013;Maia;Maia 2013a;Maia, V. C. 2013a. Galhas de insetos em restingas da região sudeste do Brasil com novos registros. Biota Neotropica 13(1): 183-209.;Galhas de insetos em restingas da região sudeste do Brasil com novos registros;Biota Neotropica;Portuguese;Review
#16;2013;Toma and Mendonça Júnior;Toma and Mendonça Júnior 2013;Toma, T. S. P., and S. Mendonça Júnior. 2013. Gall-inducing insects of an Araucaria Forest in southern Brazil. Revista Brasileira de Entomologia 57(2): 225-233.;Gall-inducing insects of an Araucaria Forest in southern Brazil;Revista Brasileira de Entomologia;English;Inventory
#17;2013;Maia;Maia 2013b;Maia, V.C. 2013b. Insect galls of São Tomé das Letras (MG, Brazil). Biota Neotrop. 13(4):164-189.;Insect galls of São Tomé das Letras (MG, Brazil);Biota Neotropica;English;Inventory
#18;2014;Mendonça et al.;Mendonça et al. 2014;Mendonça, M. S., T. S. P. Toma, and J. S. da Silva. 2014. Galls and Galling Arthropods of Southern Brazil. In Neotropical Insect Galls, Springer, New York, USA, Fernandes, G. W., and J.C. Santos, pp. 221-253.;Galls and Galling Arthropods of Southern Brazil;Neotropical insect galls;English;Review
#19;2014;Maia et al.;Maia et al. 2014;Maia, V. C., L. J. T. Cardoso, and J.M.A. Braga. 2014. Insect galls from Atlantic Forest areas of Santa Teresa, Espírito Santo, Brazil: characterization and occurrence. Boletim do Museu de Biologia Mello Leitão 33: 47-129.;Insect galls from Atlantic Forest areas of Santa Teresa, Espírito Santo, Brazil: characterization and occurrence;Boletim do Museu de Biologia Mello Leitão;English;Inventory
#20;2014;Maia;Maia 2014;Maia, V. C. 2014. Insect galls of Itamonte (Minas Gerais, Brazil): characterization and occurrence. Biota Neotropica 14(1): e20133839.;Insect galls of Itamonte (Minas Gerais, Brazil): characterization and occurrence;Biota Neotropica;English;Inventory
#21;2014;Rodrigues et al. ;Rodrigues et al. 2014;Rodrigues, A. R., V. C. Maia, and M. S. Couri. 2014. Insect galls of restinga areas of Ilha da Marambaia, Rio de Janeiro, Brazil. Revista Brasileira de Entomologia 58(2): 173-197.;Insect galls of restinga areas of Ilha da Marambaia, Rio de Janeiro, Brazil;Revista Brasileira de Entomologia;English;Inventory
#22;2015;Santos and Ribeiro;Santos and Ribeiro 2015;Santos P. O., and J. E. L. S. Ribeiro. 2015. Ocorrência e caracterização de galhas em fragmento de Floresta Estacional Semidecidual em Telêmaco Borba, Paraná, Brasil. Semina: Ciências Biológicas e da Saúde 36(2): 15-24.;Ocorrência e caracterização de galhas em fragmento de Floresta Estacional Semidecidual em Telêmaco Borba, Paraná, Brasil;Semina: Ciências Biológicas e da Saúde;Portuguese;Inventory
#23;2016;Carvalho-Fernandes et al.;Carvalho-Fernandes et al. 2016;Carvalho-Fernandes, S. P., S. Ascendino, V. C. Maia, and M. S. Couri. 2016. Diversity of insect galls associated with coastal shrub vegetation in Rio de Janeiro, Brazil. Anais da Academia Brasileira de Ciências. 88(3): 1407-1418.;Diversity of insect galls associated with coastal shrub vegetation in Rio de Janeiro, Brazil;Anais da Academia Brasileira de Ciências;English;Inventory
#24;2016;Maia and Carvalho-Fernandes;Maia and Carvalho-Fernandes 2016;Maia, V. C., and S. P. Carvalho-Fernandes. 2016. Insect galls of a protected remnant of the Atlantic Forest tableland from Rio de Janeiro State (Brazil). Revista Brasileira de Entomologia 60: 40-56.;Insect galls of a protected remnant of the Atlantic Forest tableland from Rio de Janeiro State (Brazil);Revista Brasileira de Entomologia;English;Inventory
#25;2016;Maia and Silva;Maia and Silva 2016;Maia, V. C., and L. O. Silva. 2016. Insect galls of restinga de Marambaia (Barra de Guaratiba, Rio de Janeiro, RJ). Brazilian Journal of Biology 73(6): 787-795.;Insect galls of Restinga de Marambaia (Barra de Guaratiba, Rio de Janeiro, RJ);Brazilian Journal of Biology;English;Inventory
#26;2016;Arriola and Melo Júnior;Arriola and Melo Júnior 2016;Arriola, Í. A., and J. C. F. Melo Júnior. 2016. Richness of insect galls on shrub-tree restinga of a coastal plain of southern Brazil. Acta Biológica Catarinense 3(2): 121-137.;Richness of insect galls on shrub-tree restinga of a coastal plain of southern Brazil;Acta Biologica Catarinense;English;Inventory
#27;2017;Urso-Guimarães et al.;Urso-Guimarães et al. 2017;Urso-Guimarães, M. V., A. C. D. Castello, E. Y. Kataoka, and I. Koch. 2017. Characterization of entomogen galls from Mato Grosso do Sul, Brazil. Revista Brasileira de Entomologia 61(1): 25-42.;Characterization of entomogen galls from Mato Grosso do Sul, Brazil;Revista Brasileira de Entomologia;English;Inventory
#28;2017;Maia and Mascarenhas;Maia and Mascarenhas 2017;Maia, V. C., and B. Mascarenhas. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). Anais da Academia Brasileira de Ciências 89(1 Suppl.): 505-575.;Insect Galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil);Anais da Academia Brasileira de Ciências;English;Inventory
#29;2017;Alcântara et al.;Alcântara et al. 2017;Alcântara, J. A., E. B. de Souza, and P. E. T. Braga. 2017. Ocorrência e caracterização de galhas em duas áreas do noroeste do Ceará, Brasil. Natureza online 15(1): 33-40.;Ocorrência e caracterização de galhas em duas áreas do noroeste do Ceará, Brasil;Natureza Online;Portuguese;Inventory
#30;2018;Santos and Maia;Santos and Maia 2018;Santos, M. G., and V. C. Maia. 2018. A synopsis of fern galls in Brazil. Biota Neotropica 18(3): e20180513.;A synopsis of fern galls in Brazil;Biota Neotropica;English;Review
#31;2018;Melo Júnior et al.;Melo Júnior et al. 2018;Melo-Júnior, J. C. F., R. M. S. Isaias, M. R. T. Boeger, I. A. Arriola, and M. M. Silva. 2018. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Revista CEPSUL-Biodiversidade e Conservação Marinha 7: eb2018003.;Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil;Revista CEPSUL - Biodiversidade e Conservação Marinha;Portuguese;Review
#32;2018;Ansaloni et al.;Ansolini et al. 2018;Ansaloni, L. S., J. R. Salmazo, and M. V. Urso-Guimarães. 2018. Entomogen galls in a seasonal semideciduous forest area in Sorocaba, southeast of São Paulo State, Brazil. Biota Neotropica 18(4): e20180523.;Entomogen galls in a Seasonal Semideciduous Forest area in Sorocaba, Southeast of São Paulo State, Brazil;Biota Neotropica;English;Inventory
#33;2018;Goetz et al.;Goetz et al. 2018;Goetz, A. P. M., F. A. Luz, T. S. Toma, and M. D. S. Mendonça Jr. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Série Zoologia 108: e2018015.;Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil;Iheringia, Série Zoologia;English;Inventory
#34;2018;Maia;Maia 2018;Maia, V. C. 2018. Gall-inducing insects of restinga areas (Atlantic Forest) in Brazil: economic importance. Papéis Avulsos de Zoologia 58: e20185850.;Gall-inducing insects of restinga areas (Atlantic Forest) in Brazil: economic importance;Papéis Avulsos de Zoologia;English;Review
#35;2018;Flor et al.;Flor et al. 2018;Flor, I. C., J. C. R. Flor, and P. S. N. Furtado. 2018. Insect galls of the Floresta da Cicuta (Volta Redonda, RJ, Brazil). Papéis Avulsos De Zoologia 58: e20185824.;Insect galls of the Floresta da Cicuta (Volta Redonda, RJ, Brazil);Papéis Avulsos de Zoologia;English;Inventory
#36;2019;Ribeiro et al.;Ribeiro et al. 2019;Ribeiro, A. N., M. I. P. A. Balbi, and M. V. Urso-Guimarães. 2019. Characterization of insect galls from natural vegetation area in Altinópolis, São Paulo State, Brazil. Papéis Avulsos de Zoologia 59: e20195904.;Characterization of insect galls from a vegetation area in Altinópolis, São Paulo State, Brazil;Papéis Avulsos de Zoologia;English;Inventory
#37;2019;Maia;Maia 2019;Maia, V. C. 2019. Insect galls on Myrtaceae: richness and distribution in Brazilian restingas. Biota Neotropica 19(1): e20180526.;Insect galls on Myrtaceae: richness and distribution in brazilian restingas;Biota Neotropica;English;Review
#38;2020;Maia;Maia 2020a;Maia, V. C. 2020a. Checklist of Cecidomyiidae (Diptera) in the state of Minas Gerais (Southeastern Brazil). Brazilian Journal of Animal and Environmental Research 3(3): 2627-2646.;Checklist of Cecidomyiidae (Diptera) in the state of Minas Gerais (Southeastern Brazil);Brazilian Journal of Animal and Environmental Research;English;Review
#39;2020;Maia and Silva;Maia and Silva 2020;Maia, V. C., and Silva, B. G. 2020. Checklist of the gall midges (Diptera, Cecidomyiidae) in the state of Bahia (Northeastern Brazil). Brazilian Journal of Animal and Environmental Research 3(4): 3991-4013.;Checklist of the gall midges (Diptera, Cecidomyiidae) in the state of Bahia (Northeastern Brazil);Brazilian Journal of Animal and Environmental Research;English;Review
#40;2020;Flor;Flor 2020;Flor, I. C. 2020. Galhas entomógenas em três fragmentos de Mata Atlântica no extremo Sul Catarinense, Brasil. Entomological Communications 2:1-4.;Galhas entomógenas em três fragmentos de Mata Atlântica no extremo Sul Catarinense, Brasil;Entomological Communications;Portuguese;Inventory
#41;2020;Farias et al.;Farias et al. 2020;Farias, R. P., V. L. Silva, F. Gonzatti, L. V. Lima, J. L. Schmitt, and M. G. Santos. 2020. Galls on Brazilian ferns: new records and notes. Brazilian Journal of Biology 80(1): 199-205.;Galls on Brazilian ferns: new records and notes;Brazilian Journal of Biology;English;Inventory
#42;2020;Maia;Maia 2020b;Maia, V. C. 2020b. Insect galls of Paraty (State of Rio de Janeiro, Southeastern Brazil). Brazilian Journal of Animal and Environmental Research, 3(4): 4104-4115.;Insect galls of Paraty (State of Rio de Janeiro, Southeastern Brazil);Brazilian Journal of Animal and Environmental Research;English;Review
#43;2020;Maia and Siqueira;Maia and Siqueira 2020;Maia, V. C., and E. D. S. Siqueira. 2020. Insect galls of the Reserva Biológica União, Rio de Janeiro, Brazil. Biota Neotropica 20(1): e20190758.;Insect galls of the Reserva Biológica União, Rio de Janeiro, Brazil;Biota Neotropica;English;Inventory
#44;2021;Maia;Maia 2021a;Maia, V. C. 2021a. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotropica 21(2): e20201038.;Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil;Biota Neotropica;English;Review
#45;2021;Luz and Goetz;Luz and Goetz 2021;Luz, F. A., and A. P. M Goetz. 2021. Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas 34(2): 5.;Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil;Biotemas;Portuguese;Inventory
#46;2021;Maia;Maia 2021b;Maia, V. C. 2021b. Gall midges (Insecta, Diptera, Cecidomyiidae) associated with Clusiaceae in Brazil: richness and distribution. Anais da Academia Brasileira de Ciências 93(2): e20190710.;Gall midges (Insecta, Diptera, Cecidomyiidae) associated with Clusiaceae in Brazil: richness and distribution;Anais da Academia Brasileira de Ciências;English;Review
#47;2022;Maia and Mascarenhas;Maia and Mascarenhas 2022;Maia, V. C., and B. Mascarenhas. 2022. Insect galls from the Serra Negra do Funil Natural Heritage Private Reserve, Rio Preto, MG (Southeastern Brazil). Anais da Academia Brasileira de Ciências 94(4): e20200900.;Insect galls from the Serra Negra do Funil Natural Heritage Private Reserve, Rio Preto, MG (Southeastern Brazil);Anais da Academia Brasileira de Ciências;English;Inventory
#48;2022;Flor et al.;Flor et al. 2022;Flor, I. C., A. R. Rodrigues, S. A. Silva, B. Proença, and V. C. Maia. 2022. Insect galls on Asteraceae in Brazil: richness, geographic distribution, associated fauna, endemism and economic importance. Biota Neotropica 22(1): e20211250.;Insect galls on Asteraceae in Brazil: richness, geographic distribution, associated fauna, endemism and economic importance;Biota Neotropica;English;Review
#49;2023;Lima and Silva Junior;Lima and Silva Junior 2023;Lima, L. F. F., and J. C. Silva Júnior. 2023. Characterization of entomogenic galls in areas of seasonal deciduous forest in Southwestern Bahia, Brazil. EntomoBrasilis 16: 4.;Characterization of entomogenic galls in areas of seasonal deciduous forest in Southwestern Bahia, Brazil;EntomoBrasilis ;English;Inventory
#50;2023;Maia et al.;Maia et al. 2023;Maia, V. C., B. Mascarenhas, and C. Koschnitzke. 2023. Insect galls from the Botanical Garden of the Museu Nacional (Rio de Janeiro, RJ, Brazil). Brazilian Journal of Biology 83: e279575.;Insect galls from the Botanical Garden of the Museu Nacional (Rio de Janeiro, RJ, Brazil);Brazilian Journal of Biology;English;Review
#51;2023;Ascendino and Maia;Ascendino and Maia 2023;Ascendino, S., and V. C. Maia. 2023. Insect galls of Atlantic Forest areas of Serra da Bodoquena (MS, Midwestern Brazil). Anais da Academia Brasileira de Ciências 95(4): e20191091.;Insect galls of Atlantic Forest areas of Serra da Bodoquena (MS, Midwestern Brazil);Anais da Academia Brasileira de Ciências;English;Inventory
#52;2023;Maia and Mascarenhas;Maia and Mascarenhas 2023;Maia, V. C., and B. Mascarenhas. 2023. Insect galls of Parque Nacional da Serra dos Órgãos (Rio de Janeiro State, Southeastern Brazil). Papéis Avulsos de Zoologia 63: e202363040.;Insect galls of Parque Nacional da Serra dos Órgãos (Rio de Janeiro State, Southeastern Brazil);Papéis Avulsos de Zoologia;English;Inventory
#53;2024;Maia;Maia 2024;Maia, V. C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2): e20230086.;Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil);Revista Brasileira de Entomologia;English;Review
