#article_code;establishment;scientific_name_adjusted;complete_scientific_name_adjusted;genus_name;family_name;threat_status;life_form;habitat_type
#07#15;native;Abarema brachystachya;Abarema brachystachya (DC.) Barneby & J.W.Grimes;Abarema;Fabaceae;NE;Tree;Terrestrial
#19;native;Abarema laeta;Abarema laeta (Benth.) Barneby & J.W.Grimes;Abarema;Fabaceae;NE;Tree;Terrestrial
#28;native;Acalypha communis;Acalypha communis Müll.Arg.;Acalypha;Euphorbiaceae;NE;Shrub|Herb|Sub-Shrub;Terrestrial
#01;native;Acanthospermum australe;Acanthospermum australe (Loefl.) Kuntze;Acanthospermum;Asteraceae;NE;Herb;Terrestrial
#48;native;Achyrocline albicans;Achyrocline albicans Griseb.;Achyrocline;Asteraceae;NE;Herb|Sub-Shrub;Terrestrial
#07#15#48;native;Achyrocline satureioides;Achyrocline satureioides (Lam.) DC.;Achyrocline;Asteraceae;NE;Herb;Terrestrial
#06;native;Acosmium cardenasii;Acosmium cardenasii H.S.Irwin & Arroyo;Acosmium;Fabaceae;NE;Tree;Terrestrial
#49;native;Actinostemon concolor;Actinostemon concolor (Spreng.) Müll.Arg.;Actinostemon;Euphorbiaceae;NE;Shrub|Tree;Terrestrial
#49;native;Actinostemon klotzschii;Actinostemon klotzschii (Didr.) Pax;Actinostemon;Euphorbiaceae;NE;Shrub|Tree;Terrestrial
#21#35;native;Adenocalymma acutissimum;Adenocalymma acutissimum (Cham.) Miers;Adenocalymma;Bignoniaceae;NE;Vine;Terrestrial
#51;native;Adenocalymma allamandiflorum;Adenocalymma allamandiflorum (Bureau ex K.Schum.) L.G.Lohmann;Adenocalymma;Bignoniaceae;NE;Vine;Terrestrial
#43;native;Adenocalymma subsessilifolium;Adenocalymma subsessilifolium DC.;Adenocalymma;Bignoniaceae;NE;Shrub;Terrestrial
#43;native;Adenocalymma validum;Adenocalymma validum L.G.Lohmann;Adenocalymma;Bignoniaceae;NE;Vine;Terrestrial
#28;native;Adiantum latifolium;Adiantum latifolium Lam.;Adiantum;Pteridaceae;NE;Herb;Terrestrial
#15#43#44;native;Aegiphila integrifolia;Aegiphila integrifolia (Jacq.) Moldenke;Aegiphila;Lamiaceae;NE;Shrub|Tree;Terrestrial
#28#31#48;native;Ageratum conyzoides;Ageratum conyzoides L.;Ageratum;Asteraceae;NE;Herb|Sub-Shrub;Rupicole|Terrestrial
#26#31;native;Aiouea saligna;Aiouea saligna Meisn.;Aiouea;Lauraceae;NE;Tree;Terrestrial
#07#15#21;native;Alchornea triplinervia;Alchornea triplinervia (Spreng.) Müll.Arg.;Alchornea;Euphorbiaceae;NE;Shrub|Tree|Vine;Terrestrial
#16#18#33#35#45;native;Allophylus edulis;Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.;Allophylus;Sapindaceae;NE;Shrub|Tree;Terrestrial
#18;native;Aloysia gratissima;Aloysia gratissima (Gillies & Hook.) Tronc.;Aloysia;Verbenaceae;NE;Shrub;Terrestrial
#32;native;Aloysia virgata;Aloysia virgata (Ruiz & Pav.) Juss.;Aloysia;Verbenaceae;NE;Shrub|Tree;Terrestrial
#14;native;Amaioua guianensis;Amaioua guianensis Aubl.;Amaioua;Rubiaceae;NE;Shrub|Tree;Terrestrial
#17;native;Amaioua intermedia;Amaioua intermedia Mart. ex Schult. & Schult.f.;Amaioua;Rubiaceae;NE;Shrub|Tree;Terrestrial
#45;native;Amphilophium crucigerum;Amphilophium crucigerum (L.) L.G.Lohmann;Amphilophium;Bignoniaceae;NE;Vine;Terrestrial
#36;native;Amphilophium elongatum;Amphilophium elongatum (Vahl) L.G.Lohmann;Amphilophium;Bignoniaceae;NE;Vine;Terrestrial
#06#14#25;native;Anacardium occidentale;Anacardium occidentale L.;Anacardium;Anacardiaceae;NE;Tree;Terrestrial
#11#50;native;Anadenanthera peregrina;Anadenanthera peregrina (L.) Speg.;Anadenanthera;Fabaceae;NE;Tree;Terrestrial
#08#14;native;Anaxagorea dolichocarpa;Anaxagorea dolichocarpa Sprague & Sandwith;Anaxagorea;Annonaceae;NE;Tree;Terrestrial
#52;native;Anchietea pyrifolia;Anchietea pyrifolia (Mart.) G.Don;Anchietea;Violaceae;NE;Vine;Terrestrial
#07#14#15#19#21#23#26#31#44#53;native;Andira fraxinifolia;Andira fraxinifolia Benth.;Andira;Fabaceae;NE;Tree;Rupicole
#32;native;Andira humilis;Andira humilis Mart. ex Benth.;Andira;Fabaceae;NE;Shrub|Tree;Terrestrial
#23;native;Andira legalis;Andira legalis (Vell.) Toledo;Andira;Fabaceae;NE;Tree;Terrestrial
#10#15;native;Andira nitida;Andira nitida Mart. ex Benth.;Andira;Fabaceae;NE;Shrub|Tree;Terrestrial
#07#15#43;native;Anemopaegma chamberlaynii;Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.;Anemopaegma;Bignoniaceae;NE;Vine;Terrestrial
#15;native;Aniba viridis;Aniba viridis Mez;Aniba;Lauraceae;NE;Tree;Terrestrial
#32;native;Annona dioica;Annona dioica A.St.-Hil.;Annona;Annonaceae;NE;Shrub;Terrestrial
#07#15;native;Annona dolabripetala;Annona dolabripetala Raddi;Annona;Annonaceae;NE;Tree;Terrestrial
#18;native;Annona emarginata;Annona emarginata (Schltdl.) H.Rainer;Annona;Annonaceae;NE;Shrub|Tree;Terrestrial
#47;native;Anredera cordifolia;Anredera cordifolia (Ten.) Steenis;Anredera;Basellaceae;NE;Vine;Terrestrial
#49;native;Anthurium pentaphyllum;Anthurium pentaphyllum (Aubl.) G.Don;Anthurium;Araceae;NE;Herb;Hemiepiphyte
#47;native;Apuleia leiocarpa;Apuleia leiocarpa (Vogel) J.F.Macbr.;Apuleia;Fabaceae;VU;Shrub|Tree;Terrestrial
#01;native;Aristolochia labiata;Aristolochia labiata Willd.;Aristolochia;Aristolochiaceae;NE;Vine;Terrestrial
#51;native;Aspidosperma discolor;Aspidosperma discolor A.DC.;Aspidosperma;Apocynaceae;NE;Tree;Terrestrial
#27;native;Aspidosperma olivaceum;Aspidosperma olivaceum Müll.Arg.;Aspidosperma;Apocynaceae;NE;Shrub;Terrestrial
#04#15;native;Aspidosperma parvifolium;Aspidosperma parvifolium A.DC.;Aspidosperma;Apocynaceae;EN;Tree;Terrestrial
#02#09#15#21#23#25#51#53;native;Aspidosperma pyricollum;Aspidosperma pyricollum Müll.Arg.;Aspidosperma;Apocynaceae;NE;Tree;Terrestrial
#27;native;Aspidosperma subincanum;Aspidosperma subincanum Mart.;Aspidosperma;Apocynaceae;NE;Tree;Terrestrial
#48;native;Aspilia foliosa;Aspilia foliosa (Gardner) Baker;Aspilia;Asteraceae;NE;Shrub|Sub-Shrub;Terrestrial
#48;native;Aspilia fruticosa;Aspilia fruticosa (Gardner) Baker;Aspilia;Asteraceae;NE;Shrub|Sub-Shrub;Terrestrial
#05#06;native;Astronium urundeuva;Astronium urundeuva (M.Allemão) Engl.;Astronium;Anacardiaceae;NE;Tree;Terrestrial
#28;native;Athenaea anonacea;Athenaea anonacea Sendtn.;Athenaea;Solanaceae;NE;Shrub;Terrestrial
#02#03#07#15#52;native;Athenaea fasciculata;Athenaea fasciculata (Vell.) I.M.C. Rodrigues & Stehmann;Athenaea;Solanaceae;NE;Shrub;Terrestrial
#18#45;native;Austroeupatorium inulaefolium;Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.;Austroeupatorium;Asteraceae;NE;Shrub|Herb|Sub-Shrub;Rupicole|Terrestrial
#07#15#25;native;Avicennia schaueriana;Avicennia schaueriana Stapf & Leechm. ex Moldenke;Avicennia;Acanthaceae;NE;Tree;Aquatic|Terrestrial
